id,count
867,95.0
870,138.0
871,218.0
872,304.0
874,304.0
881,317.0
886,107.0
890,46.0
895,317.0
899,78.0
900,239.0
901,278.0
902,317.0
903,49.0
913,278.0
918,122.0
923,143.0
924,20.0
926,27.0
927,19.0
930,109.0
934,20.0
937,102.0
939,138.0
941,103.0
942,380.0
946,290.0
950,90.0
953,74.0
959,37.0
961,14.0
962,98.0
964,52.0
969,139.0
971,221.0
976,31.0
978,315.0
980,138.0
981,226.0
990,277.0
993,26.0
996,34.0
998,97.0
999,317.0
1006,127.0
1008,13.0
1013,40.0
1015,92.0
1016,121.0
1022,136.0
1026,138.0
1028,126.0
1031,26.0
1034,46.0
1037,380.0
1040,86.0
1042,17.0
1046,11.0
1048,90.0
1049,90.0
1050,128.0
1051,126.0
1052,112.0
1055,92.0
1060,167.0
1064,34.0
1066,103.0
1071,90.0
1073,14.0
1089,227.0
1091,95.0
1092,106.0
1093,122.0
1096,187.0
1097,216.0
1098,16.0
1099,46.0
1102,304.0
1107,117.0
1109,17.0
1111,8.0
1112,108.0
1114,246.0
1116,216.0
1117,113.0
1118,127.0
1122,125.0
1124,375.0
1127,92.0
1133,304.0
1134,20.0
1135,102.0
1139,290.0
1143,46.0
1150,115.0
1151,127.0
1153,249.0
1155,34.0
1162,30.0
1163,327.0
1166,23.0
1171,94.0
1172,20.0
1173,278.0
1174,92.0
1177,107.0
1178,86.0
1184,61.0
1185,108.0
1186,115.0
1187,126.0
1188,310.0
1191,122.0
1207,105.0
1213,40.0
1215,132.0
1223,126.0
1227,133.0
1236,39.0
1237,95.0
1238,35.0
1241,17.0
1248,14.0
1250,46.0
1251,173.0
1253,90.0
1255,90.0
1257,304.0
1261,95.0
1262,176.0
1265,120.0
1273,122.0
1277,109.0
1278,138.0
1280,106.0
1284,150.0
1285,309.0
1288,20.0
1295,127.0
1297,304.0
1299,317.0
1304,140.0
1308,42.0
1310,115.0
1311,108.0
1314,106.0
1315,119.0
1318,22.0
1320,402.0
1321,234.0
1322,293.0
1330,91.0
1333,122.0
1334,138.0
1341,11.0
1344,112.0
1351,109.0
1354,111.0
1356,86.0
1363,107.0
1365,138.0
1369,173.0
1373,92.0
1375,90.0
1377,80.0
1379,173.0
1380,142.0
1381,95.0
1384,137.0
1390,226.0
1393,232.0
1395,46.0
1399,327.0
1400,61.0
1401,107.0
1404,317.0
1408,14.0
1409,37.0
1413,215.0
1416,244.0
1418,90.0
1423,26.0
1424,20.0
1425,29.0
1433,130.0
1434,161.0
1436,310.0
1442,138.0
1444,86.0
1445,102.0
1452,126.0
1455,219.0
1462,128.0
1467,37.0
1472,40.0
1475,37.0
1493,113.0
1501,228.0
1503,310.0
1504,380.0
1505,30.0
1511,246.0
1512,80.0
1513,161.0
1514,35.0
1528,126.0
1533,304.0
1534,17.0
1536,140.0
1537,106.0
1539,134.0
1550,186.0
1552,206.0
1554,150.0
1555,143.0
1556,165.0
1559,37.0
1563,222.0
1566,126.0
1567,14.0
1568,14.0
1571,232.0
1572,11.0
1574,46.0
1577,20.0
1583,38.0
1585,35.0
1586,186.0
1587,316.0
1596,173.0
1602,17.0
1604,117.0
1605,90.0
1610,239.0
1611,95.0
1616,46.0
1617,92.0
1618,20.0
1622,45.0
1623,20.0
1628,239.0
1631,15.0
1632,182.0
1633,239.0
1634,97.0
1636,109.0
1637,108.0
1643,37.0
1644,90.0
1646,103.0
1648,206.0
1651,20.0
1656,24.0
1658,112.0
1659,11.0
1665,61.0
1666,165.0
1670,49.0
1674,124.0
1679,304.0
1680,304.0
1683,317.0
1686,20.0
1691,95.0
1693,45.0
1696,37.0
1697,90.0
1703,109.0
1706,46.0
1709,226.0
1710,86.0
1712,143.0
1713,142.0
1718,304.0
1719,152.0
1722,150.0
1723,86.0
1724,227.0
1728,26.0
1730,19.0
1732,31.0
1737,20.0
1745,62.0
1747,20.0
1748,14.0
1755,93.0
1759,20.0
1761,216.0
1764,228.0
1765,126.0
1766,67.0
1768,94.0
1770,35.0
1771,124.0
1774,99.0
1785,85.0
1788,304.0
1792,37.0
1794,249.0
1797,121.0
1798,14.0
1799,317.0
1802,92.0
1806,20.0
1808,18.0
1810,151.0
1818,61.0
1819,213.0
1820,182.0
1822,216.0
1826,304.0
1827,193.0
1835,19.0
1841,107.0
1842,210.0
1843,19.0
1846,31.0
1849,61.0
1850,304.0
1851,108.0
1857,86.0
1858,138.0
1860,79.0
1861,239.0
1864,74.0
1869,187.0
1871,62.0
1872,14.0
1875,31.0
1878,225.0
1879,206.0
1885,94.0
1888,133.0
1889,13.0
1890,95.0
1896,143.0
1897,130.0
1898,138.0
1900,40.0
1905,34.0
1908,61.0
1909,90.0
1913,86.0
1918,90.0
1922,213.0
1923,105.0
1925,252.0
1926,143.0
1927,187.0
1930,119.0
1935,26.0
1939,133.0
1942,90.0
1943,1.0
1948,304.0
1949,239.0
1951,119.0
1953,107.0
1959,132.0
1963,14.0
1967,124.0
1973,138.0
1975,29.0
1976,90.0
1990,107.0
1993,108.0
1997,212.0
1999,105.0
2001,228.0
2004,67.0
2010,95.0
2013,91.0
2017,200.0
2021,42.0
2023,61.0
2026,182.0
2037,15.0
2039,215.0
2041,14.0
2046,19.0
2050,33.0
2060,140.0
2067,108.0
2069,189.0
2072,186.0
2074,130.0
2079,108.0
2083,13.0
2085,95.0
2087,14.0
2093,150.0
2094,19.0
2097,13.0
2103,95.0
2104,46.0
2107,130.0
2108,14.0
2110,37.0
2115,304.0
2117,19.0
2125,97.0
2127,213.0
2133,11.0
2134,317.0
2135,82.0
2141,222.0
2143,20.0
2145,75.0
2146,34.0
2147,226.0
2148,106.0
2149,49.0
2165,119.0
2166,201.0
2177,90.0
