id,count
1304,159.68
1308,42.68
1310,95.19
1311,109.59
1314,84.61
1315,112.75
1318,42.51
1320,325.1
1321,291.11
1322,237.63
1330,123.16
1333,172.5
1334,242.96
1341,140.12
1344,137.5
1351,244.2
1354,98.01
1356,53.22
1363,120.34
1365,188.78
1369,125.89
1373,111.77
1375,110.78
1377,87.09
1379,132.59
1380,272.43
1381,94.84
1384,167.57
1390,208.78
1393,244.03
1395,50.66
1399,333.9
1400,93.87
1401,144.48
1404,170.95
1408,12.03
1409,27.09
1413,225.9
1416,281.58
1418,100.34
1423,98.78
1424,26.31
1425,16.01
1433,243.2
1434,140.7
1436,341.95
1442,249.34
1444,85.82
1445,108.51
1452,192.35
1455,167.82
1462,68.63
1467,68.41
1472,45.0
1475,159.77
1493,108.13
1501,226.9
1503,308.71
1504,213.86
1505,15.29
1511,214.78
1512,49.46
1513,90.55
1514,40.06
1528,221.99
1533,236.16
1534,27.94
1536,155.98
1537,78.92
1539,220.15
1550,206.92
1552,211.58
1554,190.39
1555,364.03
1556,92.09
1559,33.58
1563,256.86
1566,146.46
1567,161.97
1568,27.26
1571,231.48
1572,17.07
1574,45.75
1577,17.53
1583,99.33
1585,30.82
1586,182.4
1587,181.78
1596,158.85
1602,35.86
1604,74.6
1605,35.22
1610,297.0
1611,95.94
1616,33.2
1617,99.09
1618,16.51
1622,45.49
1623,35.95
1628,298.78
1631,16.95
1632,184.95
1633,240.69
1634,325.95
1636,233.11
1637,99.7
1643,108.07
1644,102.73
1646,90.19
1648,212.94
1651,36.52
1656,18.0
1658,143.68
1659,17.42
1665,164.47
1666,148.42
1670,43.53
1674,159.7
1679,187.92
1680,200.91
1683,340.16
1686,26.29
1691,100.17
1693,40.75
1696,41.12
1697,100.15
1703,95.4
1706,28.02
1709,186.53
1710,88.03
1712,213.51
1713,134.87
1718,360.42
1719,163.95
1722,276.93
1723,141.99
1724,283.41
1728,59.02
1730,31.82
1732,29.32
1737,39.41
1745,87.62
1747,15.24
1748,11.35
1755,104.59
1759,16.54
1761,275.15
1764,226.86
1765,148.04
1766,89.47
1768,106.09
1770,29.88
1771,145.4
1774,96.75
1785,129.7
1788,181.43
1792,14.53
1794,223.91
1797,118.4
1798,16.41
1799,261.56
1802,106.42
1806,42.7
1808,74.09
1810,255.36
1818,127.46
1819,377.0
1820,284.79
1822,220.14
1826,210.11
1827,202.74
1835,19.13
1841,116.14
1842,133.44
1843,15.74
1846,44.7
1849,86.66
1850,176.64
1851,182.27
1857,49.15
1858,186.69
1860,96.21
1861,245.29
1864,113.61
1869,328.74
1871,68.76
1872,30.24
1875,17.31
1878,216.96
1879,240.62
1885,91.95
1888,104.23
1889,30.53
1890,92.32
1896,142.62
1897,171.49
1898,112.86
1900,104.14
1905,40.79
1908,114.94
1909,100.04
1913,69.89
1918,112.58
1922,328.19
1923,136.49
1925,262.26
1926,139.65
1927,297.15
1930,190.53
1935,60.32
1939,117.16
1942,93.2
1943,278.96
1948,229.68
1949,260.02
1951,108.61
1953,118.43
1959,121.61
1963,16.28
1967,132.43
1973,262.41
1975,26.84
1976,87.3
1990,115.86
1993,114.03
1997,197.43
1999,125.04
2001,311.84
2004,90.37
2010,103.09
2013,138.95
2017,315.56
2021,106.44
2023,161.26
2026,136.78
2037,32.21
2039,190.33
2041,17.45
2046,30.65
2050,18.28
2060,224.32
2067,100.26
2069,151.06
2072,255.55
2074,133.67
2079,135.44
2083,27.03
2085,189.16
2087,17.89
2093,138.08
2094,30.39
2097,36.68
2103,94.26
2104,47.37
2107,168.48
2108,21.28
2110,92.85
2115,178.52
2117,32.66
2125,320.14
2127,262.26
2133,15.69
2134,377.55
2135,118.45
2141,263.52
2143,37.65
2145,85.66
2146,28.08
2147,283.47
2148,55.85
2149,70.91
2165,124.16
2166,171.56
2177,209.71
