id,count
942,324.0
946,133.0
950,101.0
953,66.0
959,37.0
961,34.0
962,90.0
964,137.0
969,267.0
971,165.0
976,53.0
978,228.0
980,136.0
981,143.0
990,133.0
993,26.0
996,26.0
998,305.0
999,153.0
1006,161.0
1008,10.0
1013,19.0
1015,203.0
1016,113.0
1022,133.0
1026,193.0
1028,304.0
1031,103.0
1034,39.0
1037,148.0
1040,53.0
1042,26.0
1046,26.0
1048,87.0
1049,168.0
1050,53.0
1051,187.0
1052,219.0
1055,169.0
1060,214.0
1064,34.0
1066,103.0
1071,92.0
1073,13.0
1089,114.0
1091,95.0
1092,106.0
1093,239.0
1096,131.0
1097,296.0
1098,21.0
1099,20.0
1102,187.0
1107,90.0
1109,53.0
1111,222.0
1112,107.0
1114,271.0
1116,335.0
1117,114.0
1118,90.0
1122,143.0
1124,151.0
1127,119.0
1133,187.0
1134,20.0
1135,221.0
1139,133.0
1143,41.0
1150,115.0
1151,76.0
1153,239.0
1155,34.0
1162,30.0
1163,296.0
1166,14.0
1171,76.0
1172,13.0
1173,278.0
1174,90.0
1177,115.0
1178,296.0
1184,222.0
1185,118.0
1186,121.0
1187,237.0
1188,239.0
1191,153.0
1207,117.0
1213,43.0
1215,226.0
1223,188.0
1227,82.0
1236,36.0
1237,67.0
1238,22.0
1241,34.0
1248,9.0
1250,20.0
1251,143.0
1253,115.0
1255,92.0
1257,187.0
1261,137.0
1262,398.0
1265,115.0
1273,186.0
1277,133.0
1278,138.0
1280,86.0
1284,5.0
1285,331.0
1288,18.0
1295,119.0
1297,398.0
1299,290.0
1304,120.0
1308,44.0
1310,100.0
1311,120.0
1314,90.0
1315,87.0
1318,31.0
1320,317.0
1321,133.0
1322,226.0
1330,114.0
1333,172.0
1334,142.0
1341,143.0
1344,192.0
1351,309.0
1354,100.0
1356,41.0
1363,127.0
1365,144.0
1369,134.0
1373,74.0
1375,92.0
1377,100.0
1379,136.0
1380,133.0
1381,74.0
1384,149.0
1390,130.0
1393,228.0
1395,67.0
1399,324.0
1400,93.0
1401,195.0
1404,123.0
1408,13.0
1409,5.0
1413,282.0
1416,136.0
1418,103.0
1423,90.0
1424,20.0
1425,13.0
1433,106.0
1434,214.0
1436,402.0
1442,126.0
1444,75.0
1445,221.0
1452,187.0
1455,183.0
1462,53.0
1467,103.0
1472,53.0
1475,171.0
1493,168.0
1501,315.0
1503,335.0
1504,222.0
1505,13.0
1511,104.0
1512,67.0
1513,108.0
1514,18.0
1528,187.0
1533,173.0
1534,34.0
1536,140.0
1537,106.0
1539,24.0
1550,124.0
1552,196.0
1554,131.0
1555,425.0
1556,52.0
1559,53.0
1563,316.0
1566,246.0
1567,296.0
1568,27.0
1571,228.0
1572,15.0
1574,67.0
1577,26.0
1583,37.0
1585,15.0
1586,120.0
1587,161.0
1596,168.0
1602,20.0
1604,90.0
1605,20.0
1610,324.0
1611,95.0
1616,20.0
1617,203.0
1618,12.0
1622,41.0
1623,31.0
1628,239.0
1631,27.0
1632,151.0
1633,282.0
1634,305.0
1636,131.0
1637,92.0
1643,56.0
1644,92.0
1646,90.0
1648,172.0
1651,31.0
1656,13.0
1658,221.0
1659,16.0
1665,222.0
1666,165.0
1670,18.0
1674,186.0
1679,246.0
1680,142.0
1683,342.0
1686,30.0
1691,226.0
1693,44.0
1696,53.0
1697,60.0
1703,90.0
1706,34.0
1709,130.0
1710,75.0
1712,143.0
1713,113.0
1718,398.0
1719,151.0
1722,239.0
1723,113.0
1724,207.0
1728,103.0
1730,38.0
1732,19.0
1737,20.0
1745,100.0
1747,6.0
1748,13.0
1755,95.0
1759,13.0
1761,131.0
1764,296.0
1765,173.0
1766,67.0
1768,121.0
1770,15.0
1771,120.0
1774,81.0
1785,85.0
1788,188.0
1792,13.0
1794,296.0
1797,120.0
1798,11.0
1799,317.0
1802,226.0
1806,31.0
1808,104.0
1810,213.0
1818,61.0
1819,431.0
1820,271.0
1822,296.0
1826,304.0
1827,218.0
1835,8.0
1841,92.0
1842,83.0
1843,13.0
1846,41.0
1849,61.0
1850,263.0
1851,38.0
1857,67.0
1858,143.0
1860,81.0
1861,290.0
1864,113.0
1869,335.0
1871,53.0
1872,15.0
1875,19.0
1878,148.0
1879,172.0
1885,75.0
1888,118.0
1889,32.0
1890,101.0
1896,143.0
1897,229.0
1898,173.0
1900,94.0
1905,53.0
1908,125.0
1909,118.0
1913,98.0
1918,92.0
1922,317.0
1923,168.0
1925,252.0
1926,143.0
1927,133.0
1930,141.0
1935,90.0
1939,121.0
1942,87.0
1943,136.0
1948,187.0
1949,133.0
1951,101.0
1953,101.0
1959,168.0
1963,13.0
1967,124.0
1973,126.0
1975,34.0
1976,91.0
1990,107.0
1993,129.0
1997,215.0
1999,168.0
2001,402.0
2004,67.0
2010,101.0
2013,117.0
2017,317.0
2021,37.0
2023,43.0
2026,153.0
2037,14.0
2039,37.0
2041,10.0
2046,19.0
2050,13.0
2060,132.0
2067,100.0
2069,114.0
2072,239.0
2074,226.0
2079,95.0
2083,32.0
2085,202.0
2087,10.0
2093,165.0
2094,15.0
2097,53.0
2103,93.0
2104,67.0
2107,218.0
2108,20.0
2110,55.0
2115,187.0
2117,19.0
2125,305.0
2127,317.0
2133,9.0
2134,431.0
2135,120.0
2141,317.0
2143,20.0
2145,75.0
2146,15.0
2147,316.0
2148,78.0
2149,49.0
2165,129.0
2166,161.0
2177,267.0
